timestamp,position,velocity,acceleration,attitude,body_rate,actuator
359802394,1,0,0,0,0,0
359820418,1,0,0,0,0,0
359902668,1,0,0,0,0,0
360000878,1,0,0,0,0,0
360100911,1,0,0,0,0,0
360200225,1,0,0,0,0,0
360281353,1,0,0,0,0,0
360400235,1,0,0,0,0,0
360500303,1,0,0,0,0,0
360600052,1,0,0,0,0,0
360700111,1,0,0,0,0,0
360801046,1,0,0,0,0,0
360900094,1,0,0,0,0,0
361000189,1,0,0,0,0,0
361100190,1,0,0,0,0,0
361180243,1,0,0,0,0,0
361300208,1,0,0,0,0,0
361400256,1,0,0,0,0,0
361500298,1,0,0,0,0,0
361580812,1,0,0,0,0,0
361701268,1,0,0,0,0,0
361798537,1,0,0,0,0,0
361901349,1,0,0,0,0,0
362000846,1,0,0,0,0,0
362084420,1,0,0,0,0,0
362200499,1,0,0,0,0,0
362301475,1,0,0,0,0,0
362400458,1,0,0,0,0,0
362500347,1,0,0,0,0,0
362600565,1,0,0,0,0,0
362681385,1,0,0,0,0,0
362802095,1,0,0,0,0,0
362900262,1,0,0,0,0,0
363001961,1,0,0,0,0,0
363100365,1,0,0,0,0,0
363200278,1,0,0,0,0,0
363282368,1,0,0,0,0,0
363380474,1,0,0,0,0,0
363500310,1,0,0,0,0,0
363600383,1,0,0,0,0,0
363700276,1,0,0,0,0,0
363800744,1,0,0,0,0,0
363900198,1,0,0,0,0,0
364000268,1,0,0,0,0,0
364100305,1,0,0,0,0,0
364200624,1,0,0,0,0,0
364300249,1,0,0,0,0,0
364401181,1,0,0,0,0,0
364500871,1,0,0,0,0,0
364584014,1,0,0,0,0,0
364701490,1,0,0,0,0,0
364800192,1,0,0,0,0,0
364900630,1,0,0,0,0,0
365002690,1,0,0,0,0,0
365101957,1,0,0,0,0,0
365200254,1,0,0,0,0,0
365300279,1,0,0,0,0,0
365400237,1,0,0,0,0,0
365500219,1,0,0,0,0,0
365600246,1,0,0,0,0,0
365703510,1,0,0,0,0,0
365801282,1,0,0,0,0,0
365900295,1,0,0,0,0,0
366000319,1,0,0,0,0,0
366106207,1,0,0,0,0,0
366201192,1,0,0,0,0,0
366300219,1,0,0,0,0,0
366400201,1,0,0,0,0,0
366500365,1,0,0,0,0,0
366581307,1,0,0,0,0,0
366700312,1,0,0,0,0,0
366801961,1,0,0,0,0,0
366880371,1,0,0,0,0,0
367000580,1,0,0,0,0,0
367080490,1,0,0,0,0,0
367200069,1,0,0,0,0,0
367300098,1,0,0,0,0,0
367400110,1,0,0,0,0,0
367500043,1,0,0,0,0,0
367600102,1,0,0,0,0,0
367699984,1,0,0,0,0,0
367780258,1,0,0,0,0,0
367900168,1,0,0,0,0,0
367999906,1,0,0,0,0,0
368080052,1,0,0,0,0,0
368200278,1,0,0,0,0,0
368300083,1,0,0,0,0,0
368401164,1,0,0,0,0,0
368500086,1,0,0,0,0,0
368600009,1,0,0,0,0,0
368679994,1,0,0,0,0,0
368800017,1,0,0,0,0,0
368900032,1,0,0,0,0,0
382914735,1,0,0,0,0,0
382934926,1,0,0,0,0,0
382994670,1,0,0,0,0,0
383114808,1,0,0,0,0,0
383214878,1,0,0,0,0,0
383314882,1,0,0,0,0,0
383414797,1,0,0,0,0,0
383494708,1,0,0,0,0,0
383614530,1,0,0,0,0,0
383714604,1,0,0,0,0,0
383814627,1,0,0,0,0,0
383914891,1,0,0,0,0,0
384014704,1,0,0,0,0,0
384094889,1,0,0,0,0,0
384214429,1,0,0,0,0,0
384314901,1,0,0,0,0,0
384415414,1,0,0,0,0,0
384515591,1,0,0,0,0,0
384614554,1,0,0,0,0,0
384715381,1,0,0,0,0,0
384815255,1,0,0,0,0,0
384914789,1,0,0,0,0,0
385014602,1,0,0,0,0,0
385095609,1,0,0,0,0,0
385214727,1,0,0,0,0,0
385317131,1,0,0,0,0,0
385416011,1,0,0,0,0,0
385514792,1,0,0,0,0,0
385597746,1,0,0,0,0,0
385715221,1,0,0,0,0,0
385795168,1,0,0,0,0,0
385915402,1,0,0,0,0,0
386015963,1,0,0,0,0,0
