timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
1905416253,1905415322,40177334,41.1790555,-8.6035789,-4.2270827,-2.4858556,18.043884,0.008950949,-0.038369656,1.4412384,-0.005572083,-0.00034569588,-0.07563913,-0.019635893,0.035676077,-0.046197742,-0.010773117,0.008023641,-0.0049119224,-0.0054191337,-1.8224418,-0.15026544,129.98909,0.1051445,0.3291493,0.30070624,0.13952385,0.11036084,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1905425423,1905424337,40177334,41.1790555,-8.6035789,-4.227004,-2.48593,18.04367,0.008950949,-0.038369656,1.4412384,-0.005515986,-0.0006137818,-0.075812966,-0.019871024,0.035676077,-0.046197742,-0.010773117,0.01699593,-0.0072565996,-0.032886498,-1.8224174,-0.15026544,129.98909,0.10467911,0.32994634,0.30144894,0.13991387,0.11055757,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1905524481,1905523504,40177334,41.1790555,-8.6035789,-4.2249207,-2.4870036,18.041147,0.008950949,-0.038369656,1.4412384,-0.0019556354,0.0014492813,-0.07697715,-0.021799523,0.035676077,-0.046197742,-0.010773117,0.22148627,0.07454795,-0.10261229,-1.8222088,-0.15026544,129.98909,0.10326004,0.32123667,0.2949,0.13545206,0.107606545,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1905623622,1905622717,40177334,41.1790555,-8.6035789,-4.2230673,-2.4871523,18.038315,0.008950949,-0.038369656,1.4412384,0.0001121161,0.011713183,-0.078193836,-0.023904461,0.035676077,-0.046197742,-0.010773117,-0.10337493,0.14319348,-0.18698902,-1.822643,-0.15026544,129.98909,0.10314369,0.32975748,0.30074883,0.13972706,0.10932233,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1905722821,1905721838,40177334,41.1790555,-8.6035789,-4.220748,-2.4874985,18.035975,0.008950949,-0.038369656,1.4412384,0.0042035272,0.02043451,-0.080027334,-0.025727507,0.035676077,-0.046197742,-0.010773117,0.28638813,0.27614498,-0.27155495,-1.8230864,-0.15026544,129.98909,0.10514641,0.32110363,0.2942995,0.13527775,0.10648996,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1905821905,1905821005,40177334,41.1790555,-8.6035789,-4.218683,-2.4864764,18.033888,0.008950949,-0.038369656,1.4412384,0.0069082472,0.030331127,-0.08046285,-0.026019175,0.035676077,-0.046197742,-0.010773117,-0.29001445,-0.026818804,-0.036759764,-1.8236316,-0.15026544,129.98909,0.10556793,0.3295966,0.30006012,0.1396168,0.10819388,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1905921063,1905920175,40177334,41.1790555,-8.6035789,-4.216487,-2.4843552,18.031275,0.008950949,-0.038369656,1.4412384,0.009087903,0.03748866,-0.08346798,-0.02916096,0.035676077,-0.046197742,-0.010773117,-0.04970751,-0.089124076,-0.2979249,-1.8240823,-0.15026544,129.98909,0.105566025,0.32093462,0.29366127,0.13513926,0.105446465,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1906020263,1906019341,40177334,41.1790555,-8.6035789,-4.2144527,-2.4810424,18.028269,0.008950949,-0.038369656,1.4412384,0.010651303,0.049038943,-0.08185363,-0.02810178,0.035676077,-0.046197742,-0.010773117,-0.052302588,0.004390358,-0.26234505,-1.8243338,-0.15026544,129.98909,0.105249405,0.3293942,0.2993339,0.13949907,0.107141644,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1906120328,1906118551,40177334,41.1790555,-8.6035789,-4.2121253,-2.4785807,18.026375,0.008950949,-0.038369656,1.4412384,0.015517446,0.057280816,-0.083315186,-0.028758833,0.035676077,-0.046197742,-0.010773117,0.7979518,-0.5902314,-0.23088227,-1.8245711,-0.15026544,129.98909,0.10747528,0.32083172,0.29307476,0.1351316,0.10452413,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1906218661,1906217678,40177334,41.1790555,-8.6035789,-4.2099347,-2.4746323,18.024157,0.008950949,-0.038369656,1.4412384,0.016335675,0.06839541,-0.081969626,-0.027121795,0.035676077,-0.046197742,-0.010773117,0.36217752,0.06332019,0.39029816,-1.8248725,-0.15026544,129.98909,0.106256485,0.32927117,0.29867327,0.13950205,0.10621593,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1906326895,1906325854,40177334,41.1790555,-8.6035789,-4.207146,-2.472471,18.021576,0.008950949,-0.038369656,1.4412384,0.016704032,0.07483095,-0.0846473,-0.029537,0.035676077,-0.046197742,-0.010773117,0.243468,-0.5037409,0.063942775,-1.8250446,-0.15026544,129.98909,0.10605621,0.3214385,0.29314664,0.13548945,0.10386032,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1906421324,1906416005,40177334,41.1790555,-8.6035789,-4.204869,-2.4690166,18.018713,0.008950949,-0.038369656,1.4412384,0.019355344,0.086172685,-0.08347688,-0.028683012,0.035676077,-0.046197742,-0.010773117,0.16262104,0.4118195,0.33127725,-1.8253857,-0.15026544,129.98909,0.105457306,0.32911098,0.29798716,0.13943188,0.10536008,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1906525095,1906524233,40177334,41.1790555,-8.6035789,-4.2041006,-2.4674,18.015892,0.008950949,-0.038369656,1.4412384,0.016869653,0.09270448,-0.0845678,-0.029662393,0.035676077,-0.046197742,-0.010773117,0.6064939,-0.71110255,0.42592168,-1.8256366,-0.15026544,129.98909,0.10582352,0.321389,0.29259244,0.13558939,0.10312002,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1906624544,1906623354,40177334,41.1790555,-8.6035789,-4.203387,-2.463365,18.012161,0.008950949,-0.038369656,1.4412384,0.016057473,0.10355642,-0.08397409,-0.03005224,0.035676077,-0.046197742,-0.010773117,-0.048058946,0.28355378,0.7430877,-1.8259417,-0.15026544,129.98909,0.1043911,0.3298441,0.29806912,0.13993078,0.10481007,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1906723576,1906722521,40177334,41.1790555,-8.6035789,-4.2024994,-2.4619849,18.008785,0.008950949,-0.038369656,1.4412384,0.013895954,0.10917445,-0.086059645,-0.03241828,0.035676077,-0.046197742,-0.010773117,0.10399508,-0.057571884,-0.05695952,-1.8263421,-0.15026544,129.98909,0.10564804,0.32121602,0.29196534,0.1354926,0.10241334,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1906822543,1906821688,40177334,41.1790555,-8.6035789,-4.2016573,-2.4586558,18.004549,0.008950949,-0.038369656,1.4412384,0.013494467,0.116442166,-0.08770349,-0.03530408,0.035676077,-0.046197742,-0.010773117,-0.27618584,0.7060771,-0.5086656,-1.8267094,-0.15026544,129.98909,0.1031189,0.32964927,0.2973792,0.13991834,0.104105785,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1906917240,1906911839,40177334,41.1790555,-8.6035789,-4.202476,-2.4579532,18.002048,0.008950949,-0.038369656,1.4412384,0.014245325,0.12194227,-0.08528545,-0.032370828,0.035676077,-0.046197742,-0.010773117,0.93446547,0.6072094,0.32287955,-1.827031,-0.15026544,129.98909,0.10747528,0.32033402,0.29070166,0.13511275,0.10160226,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1907020888,1907020067,40177334,41.1790555,-8.6035789,-4.203522,-2.4547734,17.997911,0.008950949,-0.038369656,1.4412384,0.013524979,0.12627405,-0.09123446,-0.03908911,0.035676077,-0.046197742,-0.010773117,0.8018957,-0.53501177,-1.5061631,-1.8272042,-0.15026544,129.98909,0.104003906,0.32948953,0.29671562,0.1399309,0.103485025,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1907120170,1907119188,40177334,41.1790555,-8.6035789,-4.205231,-2.4551156,17.995127,0.008950949,-0.038369656,1.4412384,0.0070361234,0.12809817,-0.085328296,-0.032733355,0.035676077,-0.046197742,-0.010773117,-0.107149124,-0.5981093,0.975151,-1.8275328,-0.15026544,129.98909,0.10697937,0.32102463,0.29082158,0.13560021,0.10126432,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1907219644,1907218355,40177334,41.1790555,-8.6035789,-4.2065153,-2.4517915,17.991066,0.008950949,-0.038369656,1.4412384,0.008056013,0.14034525,-0.08607915,-0.034259718,0.035676077,-0.046197742,-0.010773117,-0.3037553,-0.16336007,-0.0008752652,-1.8279588,-0.15026544,129.98909,0.10399246,0.32943192,0.29612094,0.14004672,0.10296404,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1907327541,1907326537,40177334,41.1790555,-8.6035789,-4.2068563,-2.4519143,17.986673,0.008950949,-0.038369656,1.4412384,0.009374828,0.1394683,-0.09245517,-0.041322716,0.035676077,-0.046197742,-0.010773117,0.3050373,-0.8876148,-1.4073622,-1.8280257,-0.15026544,129.98909,0.110925674,0.32165983,0.29091415,0.136032,0.10097289,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1907417658,1907416688,40177334,41.1790555,-8.6035789,-4.206859,-2.4490035,17.981535,0.008950949,-0.038369656,1.4412384,0.0071662995,0.14154482,-0.09106748,-0.04167795,0.035676077,-0.046197742,-0.010773117,0.280337,-0.5160428,0.15478507,-1.828186,-0.15026544,129.98909,0.11606407,0.32931438,0.29550758,0.1400653,0.10248848,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1907525843,1907524870,40177334,41.1790555,-8.6035789,-4.2081604,-2.449549,17.976364,0.008950949,-0.038369656,1.4412384,-0.0036796588,0.15940432,-0.094621435,-0.046022598,0.035676077,-0.046197742,-0.010773117,-0.9647584,1.446589,-0.6490373,-1.8280191,-0.15026544,129.98909,0.121234894,0.32157657,0.29036793,0.13612156,0.10055781,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1907624936,1907624037,40177334,41.1790555,-8.6035789,-4.209583,-2.4456358,17.969767,0.008950949,-0.038369656,1.4412384,-0.0025705595,0.16719972,-0.10270916,-0.055952273,0.035676077,-0.046197742,-0.010773117,1.890887,-0.9922834,-1.3279188,-1.8269362,-0.15026544,129.98909,0.12783241,0.33001375,0.2955918,0.14056711,0.102269694,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1907724167,1907723204,40177334,41.1790555,-8.6035789,-4.2125216,-2.446705,17.964428,0.008950949,-0.038369656,1.4412384,-0.03672754,0.18069829,-0.1151776,-0.067934066,0.035676077,-0.046197742,-0.010773117,-0.27251115,0.81021875,-0.33558795,-1.826471,-0.15026544,129.98909,0.13317108,0.3215847,0.28988668,0.13630016,0.10022645,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1907823550,1907822370,40177334,41.1790555,-8.6035789,-4.2189937,-2.4407985,17.95563,0.008950949,-0.038369656,1.4412384,-0.070678905,0.19876297,-0.13290468,-0.08696284,0.035676077,-0.046197742,-0.010773117,1.9619416,0.46324244,-0.52888143,-1.8211204,-0.15026544,129.98909,0.14196968,0.33002174,0.2950662,0.14083247,0.10194286,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1907922378,1907921583,40177334,41.1790555,-8.6035789,-4.228978,-2.439826,17.948942,0.008950949,-0.038369656,1.4412384,-0.08345719,0.20590517,-0.12892051,-0.08130309,0.035676077,-0.046197742,-0.010773117,1.9062669,1.3105389,0.12706566,-1.8196106,-0.15026544,129.98909,0.14865685,0.32153076,0.28939638,0.13649645,0.099925615,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1908023287,1908020704,40177334,41.1790555,-8.6035789,-4.2392106,-2.4343615,17.940489,0.008950949,-0.038369656,1.4412384,-0.0941202,0.20930484,-0.12879807,-0.08139078,0.035676077,-0.046197742,-0.010773117,-1.5587662,1.70748,0.8734999,-1.8302658,-0.15026544,129.98909,0.15711021,0.32996866,0.2945376,0.14091143,0.1016438,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1908120965,1908119870,40177334,41.1790555,-8.6035789,-4.250464,-2.4320793,17.935041,0.008950949,-0.038369656,1.4412384,-0.057973336,0.20624493,-0.13124484,-0.08132536,0.035676077,-0.046197742,-0.010773117,2.8354206,1.2604679,-0.7401826,-1.857118,-0.15026544,129.98909,0.1625576,0.3215062,0.28893173,0.13655241,0.0996674,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1908224413,1908219037,40177334,41.1790555,-8.6035789,-4.258108,-2.4257956,17.927935,0.008950949,-0.038369656,1.4412384,-0.044072386,0.19522177,-0.114257164,-0.06410077,0.035676077,-0.046197742,-0.010773117,-2.874211,1.1901588,1.0594841,-1.8972284,-0.15026544,129.98909,0.16966438,0.3299447,0.29404226,0.14101009,0.10139524,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1908319077,1908318204,40177334,41.1790555,-8.6035789,-4.267746,-2.4243107,17.923708,0.008950949,-0.038369656,1.4412384,-0.014615043,0.16202794,-0.1002821,-0.048470367,0.035676077,-0.046197742,-0.010773117,1.202549,0.14003551,0.12735254,-1.9401784,-0.15026544,129.98909,0.17389107,0.32150483,0.28849146,0.13655587,0.09946698,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1908419123,1908417416,40177334,41.1790555,-8.6035789,-4.2739835,-2.421202,17.918074,0.008950949,-0.038369656,1.4412384,0.012664053,0.13784611,-0.10141713,-0.0508845,0.035676077,-0.046197742,-0.010773117,1.8817842,-1.8806038,-0.20087796,-1.9792234,-0.15026544,129.98909,0.17952538,0.32994363,0.29357016,0.14097744,0.10121502,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1908517964,1908516537,40177334,41.1790555,-8.6035789,-4.278105,-2.422315,17.91348,0.008950949,-0.038369656,1.4412384,0.008783861,0.14036974,-0.10315817,-0.052416027,0.035676077,-0.046197742,-0.010773117,-0.676872,-1.8732657,-1.276069,-2.0134885,-0.15026544,129.98909,0.18411827,0.32150358,0.28806576,0.13662484,0.0993357,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1908625851,1908624719,40177334,41.1790555,-8.6035789,-4.280573,-2.4178627,17.904613,0.008950949,-0.038369656,1.4412384,0.02615622,0.1769976,-0.14123088,-0.09220328,0.035676077,-0.046197742,-0.010773117,1.4058992,-0.1535141,-1.7386824,-2.0386677,-0.15026544,129.98909,0.19298553,0.3307338,0.29376566,0.14162594,0.10128635,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1908724939,1908723886,40177334,41.1790555,-8.6035789,-4.280963,-2.4147897,17.894749,0.008950949,-0.038369656,1.4412384,0.010451189,0.24508697,-0.1764486,-0.1266093,0.035676077,-0.046197742,-0.010773117,1.1157969,1.2899909,0.5910805,-2.0455484,-0.15026544,129.98909,0.20285034,0.32218584,0.28824678,0.13730359,0.099403605,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
1908823968,1908823099,40177334,41.1790555,-8.6035789,-4.2830915,-2.4000962,17.877247,0.008950949,-0.038369656,1.4412384,-0.01775946,0.31267163,-0.24459851,-0.19601429,0.035676077,-0.046197742,-0.010773117,-2.4420438,0.05982168,-0.6988973,-2.0295525,-0.15026544,129.98909,0.22035217,0.33066937,0.2932892,0.14218286,0.101147644,inf,inf,inf,inf,1,1,1,1,3,8,3,3,5,0,1,1,0,0,0
