timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
783498171,nan,nan,nan,0.009342289,-0.0052085556,0.7,-0.20177785,0.11249612,0.0,nan,nan,0.0,nan,1e-45
783524777,nan,nan,nan,0.007973982,-0.003954352,0.7,-0.20892465,0.103607155,0.0,nan,nan,0.0,nan,1e-45
783723195,nan,nan,nan,0.00047297863,-0.0051730294,0.7,-0.015722357,0.17195748,0.0,nan,nan,0.0,nan,1e-45
783921397,nan,nan,nan,-0.014027234,-0.008566938,0.7,0.23640685,0.14438221,0.0,nan,nan,0.0,nan,1e-45
784124183,nan,nan,nan,-0.027115764,-0.012866651,0.7,0.3274999,0.15540136,0.0,nan,nan,0.0,nan,1e-45
784318218,nan,nan,nan,-0.04448593,-0.015554424,0.7,0.42071673,0.14710285,0.0,nan,nan,0.0,nan,1e-45
784520954,nan,nan,nan,-0.061736528,-0.022408346,0.7,0.49675637,0.18030635,0.0,nan,nan,0.0,nan,1e-45
784696834,nan,nan,nan,-0.07557682,-0.024800248,0.7,0.5399539,0.17718382,0.0,nan,nan,0.0,nan,1e-45
784922192,nan,nan,nan,-0.091035254,-0.024936946,0.7,0.5939462,0.16269745,0.0,nan,nan,0.0,nan,1e-45
785120490,nan,nan,nan,-0.10272854,-0.030471254,0.7,0.62746555,0.18611829,0.0,nan,nan,0.0,nan,1e-45
785318863,nan,nan,nan,-0.11240704,-0.024545988,0.7,0.66156393,0.14446373,0.0,nan,nan,0.0,nan,1e-45
785517316,nan,nan,nan,-0.12503321,-0.035923846,0.7,0.69005233,0.19826198,0.0,nan,nan,0.0,nan,1e-45
785724753,nan,nan,nan,-0.11833393,-0.038021874,0.7,0.685242,0.2201751,0.0,nan,nan,0.0,nan,1e-45
785922861,nan,nan,nan,-0.12668154,-0.03715103,0.7,0.6932125,0.20329371,0.0,nan,nan,0.0,nan,1e-45
786121333,nan,nan,nan,-0.13361193,-0.04135649,0.7,0.70976996,0.21969289,0.0,nan,nan,0.0,nan,1e-45
786319826,nan,nan,nan,-0.12883396,-0.040932536,0.69341844,0.697021,0.22145432,-0.146552,nan,nan,-8.0,nan,1e-45
786517924,nan,nan,nan,-0.13206679,-0.04315805,0.6770227,0.70384675,0.23000978,-0.144416,nan,nan,-8.0,nan,1e-45
786716753,nan,nan,nan,-0.13097586,-0.040243562,0.66067195,0.70392233,0.21628678,-0.14792,nan,nan,-8.0,nan,1e-45
786923741,nan,nan,nan,-0.12635277,-0.046103567,0.6430248,0.70122945,0.2558644,-0.21728,nan,nan,-8.0,nan,1e-45
787122106,nan,nan,nan,-0.13185178,-0.045498036,0.62658,0.6978559,0.2408088,-0.129016,nan,nan,-8.0,nan,1e-45
787320469,nan,nan,nan,-0.12546255,-0.043096837,0.61051315,0.6852538,0.23538712,-0.145408,nan,nan,-8.0,nan,1e-45
787518742,nan,nan,nan,-0.122667715,-0.049758278,0.5942067,0.67007244,0.27180457,-0.14236,nan,nan,-8.0,nan,1e-45
787716885,nan,nan,nan,-0.11464367,-0.038956754,0.5778855,0.6564186,0.22305584,-0.143424,nan,nan,-8.0,nan,1e-45
787924365,nan,nan,nan,-0.10322718,-0.03703268,0.55963224,0.6389365,0.22921802,-0.215976,nan,nan,-8.0,nan,1e-45
788122713,nan,nan,nan,-0.108227715,-0.040465303,0.5433933,0.6342687,0.23714697,-0.139712,nan,nan,-8.0,nan,1e-45
788321308,nan,nan,nan,-0.07498225,-0.02579412,0.5165244,0.5331305,0.18339851,-0.505944,nan,nan,-8.0,nan,1e-45
788519444,nan,nan,nan,-0.006332892,-0.002178534,0.25932667,0.17755643,0.061079953,-2.090728,nan,nan,-8.0,nan,1e-45
788717784,-4.337253,-2.9612315,nan,0.0,0.0,-0.3128835,0.0,0.0,-3.6778402,nan,nan,-8.0,nan,1e-45
788920580,-4.337253,-2.9612315,nan,0.0,0.0,-0.93858856,0.0,0.0,-2.2825253,nan,nan,8.0,nan,1e-45
789123653,-4.337253,-2.9612315,nan,0.0,0.0,-1.2371427,0.0,0.0,-0.65806925,nan,nan,8.0,nan,1e-45
789323295,-4.337253,-2.9612315,nan,0.0,0.0,-1.2642086,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
789520028,-4.337253,-2.9612315,nan,0.0,0.0,-1.2642086,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
789718556,-4.337253,-2.9612315,nan,0.0,0.0,-1.2642086,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
789916820,-4.337253,-2.9612315,nan,0.0,0.0,-1.2439833,0.0,0.0,0.568864,nan,nan,8.0,nan,1e-45
790124672,-4.337253,-2.9612315,nan,0.0,0.0,-1.214572,0.0,0.0,-0.66184986,nan,nan,-8.0,nan,1e-45
790322623,-4.337253,-2.9612315,nan,0.0,0.0,-1.3110014,0.0,0.0,0.13543649,nan,nan,8.0,nan,1e-45
790521014,-4.337253,-2.9612315,nan,0.0,0.0,-1.3121479,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
790719581,-4.337253,-2.9612315,nan,0.0,0.0,-1.3121479,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
790917576,-4.337253,-2.9612315,nan,0.0,0.0,-1.2957737,0.0,0.0,0.37003395,nan,nan,8.0,nan,1e-45
791125033,-4.337253,-2.9612315,nan,0.0,0.0,-1.0468581,0.0,0.0,2.029674,nan,nan,8.0,nan,1e-45
791323220,-4.337253,-2.9612315,nan,0.0,0.0,-0.56902283,0.0,0.0,1.9998101,nan,nan,-8.0,nan,1e-45
791521637,-4.337253,-2.9612315,nan,0.0,0.0,-0.32971153,0.0,0.0,0.41262627,nan,nan,-8.0,nan,1e-45
791720043,-4.337253,-2.9612315,nan,0.0,0.0,-0.4053214,0.0,0.0,-1.1747417,nan,nan,-8.0,nan,1e-45
791922866,-4.337253,-2.9612315,nan,0.0,0.0,-0.6642076,0.0,0.0,-0.6590989,nan,nan,8.0,nan,1e-45
792116759,-4.337253,-2.9612315,nan,0.0,0.0,-0.6913582,0.0,0.0,0.0,nan,nan,0.0,nan,1e-45
