timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
783515647,783514689,40177334,41.1790555,-8.6035789,-4.4479065,-2.8851905,17.461742,0.008950949,-0.038369656,-1.5162039,0.01328789,-0.0065484997,-0.031309143,-0.041945733,0.035676077,-0.046197742,-0.010773117,-0.02825741,-0.026956124,-0.0048212428,0.19825213,-0.004077792,129.98909,0.10508919,0.31659886,0.28861308,0.13450535,0.0978805,inf,inf,inf,inf,1,1,1,1,3,5,3,3,3,0,1,1,0,0,0
783524689,783523711,40177334,41.1790555,-8.6035789,-4.447528,-2.8853908,17.461414,0.008950949,-0.038369656,-1.5162039,0.013368388,-0.0068244687,-0.031377546,-0.041968368,0.035676077,-0.046197742,-0.010773117,-0.010759877,-0.016594216,-0.014638753,0.19825236,-0.004077792,129.98909,0.105148315,0.31735167,0.2892236,0.13488872,0.09806075,inf,inf,inf,inf,1,1,1,1,3,5,3,3,3,0,1,1,0,0,0
783624093,783622879,40177334,41.1790555,-8.6035789,-4.4437623,-2.8874385,17.457642,0.008950949,-0.038369656,-1.5162039,0.008851671,-0.006850738,-0.03237709,-0.042652663,0.035676077,-0.046197742,-0.010773117,-0.0023096497,-0.09557958,0.03220133,0.1980296,-0.004077792,129.98909,0.09948349,0.30909592,0.28436816,0.13064863,0.096356235,inf,inf,inf,inf,1,1,1,1,3,5,3,3,3,0,1,1,0,0,0
783723102,783722053,40177334,41.1790555,-8.6035789,-4.4394627,-2.8893075,17.452002,0.008950949,-0.038369656,-1.5162039,0.00012501028,-0.009357767,-0.03341671,-0.045054678,0.035676077,-0.046197742,-0.010773117,-0.05555302,0.18903346,-0.5120154,0.19895236,-0.004077792,129.98909,0.101867676,0.3171611,0.28908357,0.13486072,0.09802661,inf,inf,inf,inf,1,1,1,1,3,5,3,3,3,0,1,1,0,0,0
783822962,783821272,40177334,41.1790555,-8.6035789,-4.4368863,-2.8908813,17.44698,0.008950949,-0.038369656,-1.5162039,-0.007825678,-0.008366143,-0.03581392,-0.04792898,0.035676077,-0.046197742,-0.010773117,-0.18074182,0.41530618,0.2756324,0.19913882,-0.004077792,129.98909,0.100782394,0.30890432,0.28424916,0.13062847,0.096327886,inf,inf,inf,inf,1,1,1,1,3,5,3,3,3,0,1,1,0,0,0
783921310,783920400,40177334,41.1790555,-8.6035789,-4.434208,-2.8921673,17.44204,0.008950949,-0.038369656,-1.5162039,-0.018748133,-0.009128575,-0.03669042,-0.049108613,0.035676077,-0.046197742,-0.010773117,-0.16439706,1.0716927,-1.1202419,0.19933836,-0.004077792,129.98909,0.105363846,0.3169657,0.28896037,0.13481727,0.097997785,inf,inf,inf,inf,1,1,1,1,3,5,3,3,3,0,1,1,0,0,0
784020937,784019574,40177334,41.1790555,-8.6035789,-4.433507,-2.8936965,17.438162,0.008950949,-0.038369656,-1.5162039,-0.02878393,-0.018069042,-0.0375165,-0.049008954,0.035676077,-0.046197742,-0.010773117,-0.44382098,-0.45556757,0.28796676,0.19947588,-0.004077792,129.98909,0.10404968,0.3087325,0.28413346,0.13059993,0.09630237,inf,inf,inf,inf,1,1,1,1,3,5,3,3,3,0,1,1,0,0,0
784124096,784118747,40177334,41.1790555,-8.6035789,-4.4312553,-2.8956165,17.434023,0.008950949,-0.038369656,-1.5162039,-0.039959837,-0.011442158,-0.035539992,-0.04637071,0.035676077,-0.046197742,-0.010773117,-0.7073044,2.229786,-0.030117072,0.19961788,-0.004077792,129.98909,0.107328415,0.31678987,0.28884354,0.13478154,0.09797308,inf,inf,inf,inf,1,1,1,1,3,5,3,3,3,0,1,1,0,0,0
784219222,784217921,40177334,41.1790555,-8.6035789,-4.431229,-2.8977292,17.430458,0.008950949,-0.038369656,-1.5162039,-0.045904092,-0.01697043,-0.040372323,-0.050000817,0.035676077,-0.046197742,-0.010773117,-0.05838139,0.4649022,0.062961206,0.19986461,-0.004077792,129.98909,0.10439873,0.30857974,0.28402495,0.13058524,0.096281,inf,inf,inf,inf,1,1,1,1,3,5,3,3,3,0,1,1,0,0,0
784318132,784317140,40177334,41.1790555,-8.6035789,-4.43068,-2.900502,17.426052,0.008950949,-0.038369656,-1.5162039,-0.05229774,-0.015962154,-0.03898928,-0.04824429,0.035676077,-0.046197742,-0.010773117,0.9178863,1.9055115,-0.3508216,0.20007695,-0.004077792,129.98909,0.105688095,0.31663412,0.28872988,0.1347681,0.097951114,inf,inf,inf,inf,1,1,1,1,3,5,3,3,3,0,1,1,0,0,0
