timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
296462585,nan,nan,nan,-0.0102351215,0.019958202,0.15738058,0.13291846,-0.2591873,0.158888,nan,nan,8.0,nan,0.0
296482796,nan,nan,nan,-0.010106017,0.019645274,0.15901469,0.13296826,-0.25847948,0.161696,nan,nan,8.0,nan,0.0
296662529,nan,nan,nan,-0.011363262,0.016703095,0.17337401,0.16021334,-0.23550092,0.160072,nan,nan,8.0,nan,0.0
296862443,nan,nan,nan,-0.011390042,0.01833765,0.18936165,0.15732114,-0.25328267,0.15888,nan,nan,8.0,nan,0.0
297062492,nan,nan,nan,-0.01056541,0.015724331,0.20537148,0.15945992,-0.23732165,0.16084,nan,nan,8.0,nan,0.0
297262376,nan,nan,nan,-0.013469493,0.017300304,0.22135462,0.18919142,-0.2429987,0.16088,nan,nan,8.0,nan,0.0
297462068,nan,nan,nan,-0.010990066,0.01711293,0.23729675,0.16203775,-0.25231335,0.158456,nan,nan,8.0,nan,0.0
297662518,nan,nan,nan,-0.014574725,0.018816827,0.25334635,0.1986387,-0.25645423,0.162928,nan,nan,8.0,nan,0.0
297862065,nan,nan,nan,-0.009951982,0.01325675,0.26930594,0.16707654,-0.2225579,0.161256,nan,nan,8.0,nan,0.0
298061831,nan,nan,nan,-0.014666803,0.016745811,0.28528214,0.20897822,-0.23860072,0.16052,nan,nan,8.0,nan,0.0
298261870,nan,nan,nan,-0.011007893,0.014237451,0.30128872,0.17768312,-0.22981279,0.162136,nan,nan,8.0,nan,0.0
298461708,nan,nan,nan,-0.013090234,0.014025029,0.3172591,0.20408909,-0.21866342,0.161368,nan,nan,8.0,nan,0.0
298661482,nan,nan,nan,-0.011196671,0.014887722,0.333227,0.17771047,-0.23629381,0.160536,nan,nan,8.0,nan,0.0
298861543,nan,nan,nan,-0.013440233,0.015071062,0.34923416,0.20404683,-0.22880574,0.160432,nan,nan,8.0,nan,0.0
299061303,nan,nan,nan,-0.010293914,0.016559198,0.36520237,0.15951338,-0.25659955,0.159848,nan,nan,8.0,nan,0.0
299261306,nan,nan,nan,-0.013124389,0.017587438,0.38119975,0.19037132,-0.25510857,0.159688,nan,nan,8.0,nan,0.0
299461131,nan,nan,nan,-0.009442225,0.02106043,0.3951004,0.13328396,-0.29728347,-0.097591326,nan,nan,-8.0,nan,0.0
299661143,nan,nan,nan,-0.010084445,0.015211921,0.38225168,0.16271162,-0.24544302,-0.160752,nan,nan,-8.0,nan,0.0
299860943,nan,nan,nan,-0.008292567,0.015597843,0.36628628,0.13631801,-0.25640634,-0.160328,nan,nan,-8.0,nan,0.0
300060685,0.5312634,2.079421,nan,0.0,0.0,0.2066029,0.0,0.0,-1.5984161,nan,nan,-8.0,nan,0.0
300260622,0.5312634,2.079421,nan,0.0,0.0,-0.25084493,0.0,0.0,-2.3875318,nan,nan,8.0,nan,0.0
300460597,0.5312634,2.079421,nan,0.0,0.0,-0.616541,0.0,0.0,-1.0941094,nan,nan,8.0,nan,0.0
300660485,0.5312634,2.079421,nan,0.0,0.0,-0.6913582,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
300860398,0.5312634,2.079421,nan,0.0,0.0,-0.6913582,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
301060270,0.5312634,2.079421,nan,0.0,0.0,-0.6913582,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
301260113,0.5312634,2.079421,nan,0.0,0.0,-0.6913582,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
301460221,0.5312634,2.079421,nan,0.0,0.0,-0.6913582,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
301659870,0.5312634,2.079421,nan,0.0,0.0,-0.7138005,0.0,0.0,-0.159912,nan,nan,-8.0,nan,0.0
301859806,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
302059689,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
302259654,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
302459532,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
302659488,0.5312634,2.079421,nan,0.0,0.0,-0.7227764,0.0,0.0,0.0022569597,nan,nan,-8.0,nan,0.0
302859314,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
303059465,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
303259290,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
303459014,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
303658900,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
303858968,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
304058733,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
304258626,0.5312634,2.079421,nan,0.0,0.0,-0.7275674,0.0,0.0,-0.09244391,nan,nan,8.0,nan,-0.14361136
304458609,0.5312634,2.079421,nan,0.0,0.0,-0.7281015,0.0,0.0,0.0,nan,nan,0.0,nan,-0.5973235
304658508,0.5312634,2.079421,nan,0.0,0.0,-0.7281015,0.0,0.0,0.0,nan,nan,0.0,nan,-1.8026038
304858366,0.5312634,2.079421,nan,0.0,0.0,-0.7281015,0.0,0.0,0.0,nan,nan,0.0,nan,-2.4839492
305058400,0.5312634,2.079421,nan,0.0,0.0,-0.7281015,0.0,0.0,0.0,nan,nan,0.0,nan,-2.5571344
305268178,0.5312634,2.079421,nan,0.0,0.0,-0.7281015,0.0,0.0,0.0,nan,nan,0.0,nan,-2.3404791
305468026,0.5312634,2.079421,nan,0.0,0.0,-0.72277606,0.0,0.0,0.0,nan,nan,0.0,nan,-0.2965833
