timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
289462531,289461377,20746427,41.1790421,-8.6036193,-0.97571874,-0.19109033,1.6049064,0.00044288504,-0.00038057796,1.0818243e-05,0.009062756,0.0066988384,0.0053862585,-0.003942348,-0.005952366,-0.0004691705,0.0036611534,0.8559391,-0.1294773,0.14947452,0.03549881,0.010604001,115.71866,0.09867263,0.34409216,0.29875436,0.13921084,0.09557782,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
289473043,289471373,20746427,41.1790421,-8.6036193,-0.9755228,-0.19097252,1.6049267,0.00044288504,-0.00038057796,1.0818243e-05,0.005345231,0.011399276,0.0070839296,-0.0021861347,-0.005952366,-0.0004691705,0.0036611534,-0.5128311,0.8060051,0.31726596,0.035469282,0.010604001,115.71866,0.10082388,0.34491843,0.2983279,0.13965881,0.0955981,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
289563126,289561333,20746427,41.1790421,-8.6036193,-0.9737129,-0.18982582,1.6049799,0.00044288504,-0.00038057796,1.0818243e-05,0.007139799,0.009181091,0.0070789517,-0.0018480184,-0.005952366,-0.0004691705,0.0036611534,0.28409535,0.2011343,0.14847705,0.035671525,0.010604001,115.71866,0.09797919,0.3360903,0.29438114,0.13480508,0.09407101,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
289672387,289671284,20746427,41.1790421,-8.6036193,-0.9693723,-0.18721779,1.605287,0.00044288504,-0.00038057796,1.0818243e-05,0.009297766,0.011117457,0.009101103,0.00073890074,-0.005952366,-0.0004691705,0.0036611534,0.86333936,0.58129483,0.9751665,0.035889115,0.010604001,115.71866,0.102236986,0.34491703,0.29829937,0.13967228,0.095598914,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
289762962,289761244,20746427,41.1790421,-8.6036193,-0.9664239,-0.18544184,1.6062098,0.00044288504,-0.00038057796,1.0818243e-05,0.010813591,0.009611399,0.007785949,0.00040330822,-0.005952366,-0.0004691705,0.0036611534,0.35010442,0.14786896,0.3032611,0.036120474,0.010604001,115.71866,0.10007322,0.3360881,0.29435474,0.13481723,0.0940722,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
289872268,289871195,20746427,41.1790421,-8.6036193,-0.96252376,-0.18374842,1.607019,0.00044288504,-0.00038057796,1.0818243e-05,0.008647607,0.007279105,0.009650153,0.0029267245,-0.005952366,-0.0004691705,0.0036611534,-0.08372755,-0.34852603,0.2662627,0.03631674,0.010604001,115.71866,0.10133052,0.34491658,0.29827368,0.13969082,0.0956001,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
289962893,289961155,20746427,41.1790421,-8.6036193,-0.9599709,-0.18242764,1.6082714,0.00044288504,-0.00038057796,1.0818243e-05,0.006535961,0.008027616,0.008495838,0.002780645,-0.005952366,-0.0004691705,0.0036611534,-0.6652476,-0.31841615,0.058043297,0.036463205,0.010604001,115.71866,0.101053834,0.33606833,0.29433098,0.13482575,0.09407382,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
290062296,290061111,20746427,41.1790421,-8.6036193,-0.9574357,-0.179895,1.6092404,0.00044288504,-0.00038057796,1.0818243e-05,0.0064262445,0.010670517,0.011892023,0.006690028,-0.005952366,-0.0004691705,0.0036611534,-0.9456915,-0.11121523,0.21280353,0.0366053,0.010604001,115.71866,0.099957585,0.3440712,0.29867637,0.13925481,0.09558163,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
290162731,290161067,20746427,41.1790421,-8.6036193,-0.95548743,-0.17792717,1.6102802,0.00044288504,-0.00038057796,1.0818243e-05,0.007002518,0.0099900095,0.010327955,0.0056634927,-0.005952366,-0.0004691705,0.0036611534,-0.01637578,-0.12639815,0.10832992,0.036777563,0.010604001,115.71866,0.10020602,0.33605114,0.29430264,0.13482977,0.09407446,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
290262048,290261022,20746427,41.1790421,-8.6036193,-0.95394737,-0.17646793,1.611191,0.00044288504,-0.00038057796,1.0818243e-05,0.0074161096,0.0104128895,0.010364189,0.006064742,-0.005952366,-0.0004691705,0.0036611534,-0.07313307,0.17638932,0.04718001,0.037133474,0.010604001,115.71866,0.10058737,0.34405515,0.29864854,0.13926311,0.095582664,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
