timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
185891970,nan,nan,nan,0.009424966,0.011364109,0.7,-0.17207156,-0.20747449,0.0,nan,nan,0.0,nan,0.0
185911910,nan,nan,nan,0.009793821,0.011504121,0.7,-0.17622764,-0.20700236,0.0,nan,nan,0.0,nan,0.0
186091870,nan,nan,nan,0.008648345,0.012153876,0.7,-0.15684327,-0.2204183,0.0,nan,nan,0.0,nan,0.0
186291728,nan,nan,nan,0.009657844,0.010342903,0.7,-0.18043038,-0.19322886,0.0,nan,nan,0.0,nan,0.0
186491626,nan,nan,nan,0.009074096,0.011061326,0.7,-0.16847248,-0.20536801,0.0,nan,nan,0.0,nan,0.0
186691585,nan,nan,nan,0.007326288,0.0123636965,0.7,-0.13572325,-0.22904384,0.0,nan,nan,0.0,nan,0.0
186891571,nan,nan,nan,0.010055554,0.008954984,0.69840014,-0.1934863,-0.17230943,-0.159992,nan,nan,-8.0,nan,0.0
187091371,nan,nan,nan,0.008690855,0.010236899,0.68242216,-0.16701096,-0.19672108,-0.157152,nan,nan,-8.0,nan,0.0
187291189,nan,nan,nan,0.009035919,0.00588765,0.66645116,-0.19765636,-0.12878951,-0.158528,nan,nan,-8.0,nan,0.0
187491148,nan,nan,nan,0.0060682073,0.007207152,0.6496858,-0.14407851,-0.17112064,-0.160168,nan,nan,-8.0,nan,0.0
187691102,nan,nan,nan,0.007502879,0.0052568503,0.6321691,-0.18086798,-0.12672414,-0.158904,nan,nan,-8.0,nan,0.0
187900974,-0.7404622,0.9484259,nan,0.0,0.0,0.5253187,0.0,0.0,-1.2748159,nan,nan,-8.0,nan,0.0
188100781,-0.7404622,0.9484259,nan,0.0,0.0,0.110915914,0.0,0.0,-2.8732562,nan,nan,-8.0,nan,0.0
188300659,-0.7404622,0.9484259,nan,0.0,0.0,-0.5968864,0.0,0.0,-3.630395,nan,nan,8.0,nan,0.0
188500649,-0.7404622,0.9484259,nan,0.0,0.0,-1.1629431,0.0,0.0,-2.0304832,nan,nan,8.0,nan,0.0
188700558,-0.7404622,0.9484259,nan,0.0,0.0,-1.6398498,0.0,0.0,-2.1271193,nan,nan,8.0,nan,0.0
188900441,-0.7404622,0.9484259,nan,0.0,0.0,-1.9130256,0.0,0.0,-0.5714688,nan,nan,8.0,nan,0.0
189100329,-0.7404622,0.9484259,nan,0.0,0.0,-1.9226396,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
189300185,-0.7404622,0.9484259,nan,0.0,0.0,-1.9226396,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
189500041,-0.7404622,0.9484259,nan,0.0,0.0,-1.9242351,0.0,0.0,-0.159776,nan,nan,-8.0,nan,0.0
189699961,-0.7404622,0.9484259,nan,0.0,0.0,-1.9226396,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
189899817,-0.7404622,0.9484259,nan,0.0,0.0,-1.9226396,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
190099778,-0.7404622,0.9484259,nan,0.0,0.0,-1.9226396,0.0,0.0,0.00026528537,nan,nan,-8.0,nan,0.0
190299690,-0.7404622,0.9484259,nan,0.0,0.0,-1.9226396,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
190499604,-0.7404622,0.9484259,nan,0.0,0.0,-1.9226396,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
190699627,-0.7404622,0.9484259,nan,0.0,0.0,-1.9226396,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
190899374,-0.7404622,0.9484259,nan,0.0,0.0,-1.9226396,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
191099257,-0.7404622,0.9484259,nan,0.0,0.0,-1.8684218,0.0,0.0,0.9585279,nan,nan,8.0,nan,0.0
191299353,-0.7404622,0.9484259,nan,0.0,0.0,-1.6765753,0.0,0.0,0.7702936,nan,nan,8.0,nan,0.0
191499037,-0.7404622,0.9484259,nan,0.0,0.0,-1.4422492,0.0,0.0,0.94392073,nan,nan,-8.0,nan,0.0
191698932,-0.7404622,0.9484259,nan,0.0,0.0,-1.1601926,0.0,0.0,2.1547394,nan,nan,8.0,nan,0.0
191898843,-0.7404622,0.9484259,nan,0.0,0.0,-0.65771174,0.0,0.0,2.176398,nan,nan,-8.0,nan,0.0
192098733,-0.7404622,0.9484259,nan,0.0,0.0,-0.37720895,0.0,0.0,0.6038139,nan,nan,-8.0,nan,-0.032125928
192298699,-0.7404622,0.9484259,nan,0.0,0.0,-0.3639097,0.0,0.0,-0.14984542,nan,nan,8.0,nan,-0.4453237
192498600,-0.7404622,0.9484259,nan,0.0,0.0,-0.3621349,0.0,0.0,-0.0012719929,nan,nan,-8.0,nan,-0.2137887
192698477,-0.7404622,0.9484259,nan,0.0,0.0,-0.36807078,0.0,0.0,-0.32007998,nan,nan,-8.0,nan,-0.022985606
192899047,-0.7404622,0.9484259,nan,0.0,0.0,-0.33683914,0.0,0.0,0.933198,nan,nan,8.0,nan,-0.0024542387
193098405,-0.7404622,0.9484259,nan,0.0,0.0,-0.15785803,0.0,0.0,0.23544669,nan,nan,-8.0,nan,-0.00026525586
193298254,-0.7404622,0.9484259,nan,0.0,0.0,-0.15439335,0.0,0.0,0.0,nan,nan,0.0,nan,-2.8537874e-05
193498792,-0.7404622,0.9484259,nan,0.0,0.0,-0.15732333,0.0,0.0,0.0,nan,nan,0.0,nan,-3.0468952e-06
193697960,-0.7404622,0.9484259,nan,0.0,0.0,-0.040435456,0.0,0.0,0.8043429,nan,nan,-8.0,nan,-3.2992443e-07
193897867,-0.7404622,0.9484259,-1.1844517,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,-1.095895,-3.5462328e-08
