timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
1905400545,nan,nan,nan,-0.0026326864,-0.00020045093,-0.1837167,0.13859864,0.010552805,0.157928,nan,nan,8.0,nan,0.0
1905425512,nan,nan,nan,-0.0020575637,-0.00012420861,-0.1811721,0.14218801,0.00858344,0.201776,nan,nan,8.0,nan,0.0
1905623711,nan,nan,nan,0.00036315847,0.0032877568,-0.16493493,-0.018403621,-0.1666122,0.215552,nan,nan,8.0,nan,0.0
1905821995,nan,nan,nan,0.0057644034,0.022812001,-0.14862742,-0.07943782,-0.31436655,0.141416,nan,nan,8.0,nan,0.0
1906020423,nan,nan,nan,0.0076634274,0.03983129,-0.13218379,-0.078607544,-0.4085692,0.146056,nan,nan,8.0,nan,0.0
1906218762,nan,nan,nan,0.013558095,0.0584132,-0.11602982,-0.11257924,-0.4850323,0.144352,nan,nan,8.0,nan,0.0
1906421440,nan,nan,nan,0.0036805903,0.017842,-0.19926617,-0.06033609,-0.29248476,-1.114872,nan,nan,-8.0,nan,0.0
1906624638,-4.2041006,-2.4674,nan,0.0,0.0,-0.38883647,0.0,0.0,-0.19723433,nan,nan,8.0,nan,0.0
1906822626,-4.2041006,-2.4674,nan,0.0,0.0,-0.39126778,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1907020972,-4.2041006,-2.4674,nan,0.0,0.0,-0.39126778,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1907219736,-4.2041006,-2.4674,nan,0.0,0.0,-0.39049205,0.0,0.0,0.111408,nan,nan,8.0,nan,0.0
1907417745,-4.2041006,-2.4674,nan,0.0,0.0,-0.39126778,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1907625026,-4.2041006,-2.4674,nan,0.0,0.0,-0.39126778,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1907823638,-4.2041006,-2.4674,nan,0.0,0.0,-0.39126778,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1908023374,-4.2041006,-2.4674,nan,0.0,0.0,-0.39126778,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1908224500,-4.2041006,-2.4674,nan,0.0,0.0,-0.39126778,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1908419227,-4.2041006,-2.4674,nan,0.0,0.0,-0.431315,0.0,0.0,-0.8004719,nan,nan,-8.0,nan,0.0
1908616644,-4.2041006,-2.4674,nan,0.0,0.0,-0.74517524,0.0,0.0,-2.332529,nan,nan,8.0,nan,0.0
1908824062,-4.2041006,-2.4674,nan,0.0,0.0,-1.0568888,0.0,0.0,-0.6732571,nan,nan,8.0,nan,0.0
1909022656,-4.2041006,-2.4674,nan,0.0,0.0,-1.0838971,0.0,0.0,0.1454,nan,nan,8.0,nan,0.0
1909220685,-4.2041006,-2.4674,nan,0.0,0.0,-1.0852184,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1909419160,-4.2041006,-2.4674,nan,0.0,0.0,-1.0852184,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1909618176,-4.2041006,-2.4674,nan,0.0,0.0,-1.0852184,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1909824692,-4.2041006,-2.4674,nan,0.0,0.0,-1.0852184,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1910023136,-4.2041006,-2.4674,nan,0.0,0.0,-1.0852184,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1910221412,-4.2041006,-2.4674,nan,0.0,0.0,-1.0852184,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
1910419701,-4.2041006,-2.4674,nan,0.0,0.0,-1.0852184,0.0,0.0,0.0,nan,nan,0.0,nan,0.0
